,sentences,raw_sentences
1309,guess ,One guess why .
1310,  frustrate ,# Frustrated .
1311,hello   link email ,"Hello , there should be a link at the bottom of the emails ."
1312,dm discuss ,Please DM and we can discuss further .
1313,thank ,Thank you .
1314,rd ,~RD .
1315,oh god   ascent baby go chucky ,"Oh god , we ’re in ascent and this baby just went full Chucky ."
1316,happy halloween   ,Happy Halloween ? .
1317,oh   wow ,"Oh , wow ."
1318,ascent baby go chucky ,We are in ascent and this baby just went full Chucky .
1319,happy halloween   ,Happy Halloween ? .
1320,buy flight pass tell guy baby chucky possess scream ,Bought a flight pass to tell you guys this baby is still Chucky possessed screaming .
1321,seat available cabin one ,Only seats available in cabin are the ones around me ..
1322,yo   m flight c   dfw paris   sit loud baby ve hear life ,"Yo , I ’m on flight 48 32C ( DFW to Paris ) and sitting next to THE loudest baby I ’ve ever heard in my life ."
1323,upgrade   ,How about an upgrade ? .
1324,guitar fit underneath seat overhead bin ,Your guitar must fit underneath the seat in front of you or in an overhead bin .
1325,detail    u confirm long delay train london euston bham new street   ,Please see details here : https://t.co/AqqDo7qAE3 .. can u confirm how long was the delay for 2043 train from London Euston to Bham New Street on 23/11/17 ?
1326,train announcer announce min late ,Train announcer even announced it 45mins late .
1327,m get reply refund claim min ,But I ’m getting reply for my refund claim that it was 9mins .
1328,pls   amptq ,Pls & amp;Tq .
1329,people new iphone year pay payment ,People who get the new iPhone every year pay more then everyone else because of the the down payment .
1330,d pay month ,I ’d much rather pay more per month .
1331,iphone x expensive model   ve set payment low monthly payment   brandon ,"Since the iPhone X is a more expensive model , we ’ve set a down payment to give you lower monthly payment , Brandon *"
1332,erik ,ErikS.
1333,d like phone nt afford pay spot ,I ’d like to get the phone but ca n’t afford to pay almost 400 on the spot .
1334,carrier nt require m think leave tmo ,Other carriers do n’t require it and I ’m thinking of leaving TMo .
1335,funny ,That 's so funny !
1336,crew thisclose dress treasury team ,Our crew was thisclose to dressing up at the Treasury team from .
1337,maybe year ,Maybe next year !
1338,  happy halloween   harry ,"😉 https://t.co/GPaOQvnMlN. Happy Halloween , Harry !"
1339,hope enjoy magical ride k today ,We hope you enjoy the magical ride at 35k with us today !
1340,,https://t.co/2lnheCh2t7 .
1341,ahead close account ,Here its 615787351 and just go ahead and close the account i am done with you .
1342,chase cancel rr visa ,I will call chase and cancel out my RR Visa .
1343,adio ,adios .
1344,thank ben ,Thanks Ben .
1345,drink coupon long send    amp   account close earn activity month ,"Drink coupons will no longer be sent to you , & amp ; the account will close when there 's been no earning activity for 24 months ."
1346,thank follow ,Thanks for following up .
1347,confirm email address phone number direct message assist ,Please confirm your email address or phone number through direct message so we can further assist ..
1348,happy assist ,Happy to further assist you .
1349,send dm email address additional detail follow   ,Can you please send us a DM with your email address and additional details so we can follow up ? .
1350,uber driver drive wrong location   make wo provide proper refund   delete   fail sup ,"Uber driver drove me to wrong location , makes me get out anyway and wo n't provide a proper refund 🙃 🙃 🙃 # Delete # Fail Sup 😘 😘 😘 ."
1351,find phone wtf   hulu app work ,I ca n't even find it on my phone wtf # hulu why do n't your apps work the same ..
1352,thank tweet ,Thanks for tweeting us about this !
1353,close look   chat   ,"So we can take a closer look with you , please give us a call or chat : https://t.co/6YdK7bvQN7 ."
1354,uh oh ,Uh oh !
1355,definitely want look ,We definitely want to look into this .
1356,phone number list   ,Please give us a call at the phone number listed here : https://t.co/LkhXOWWq74 ..
1357,ve reach right place   shoot dm   order assist ,"You ’ve reached the right place , please shoot us a DM , in order for us to further assist you ."
1358,understand   order assist   need inform issue ,"We understand , but in order for us to further assist you , you need to inform us on your issue ."
1359,hate dd ,We would hate to see you go DD .
1360,dm contact number team reach asap resolve ,Please DM your contact number and Team will reach out asap to get this resolved ..
1361,understand frustrating assist ,I understand how frustrating this is and I 'm here to assist .
1362,apologize show contact number private message   issue fix ,I do apologize that I 'm not showing the contact number or private message .. And the issue is still not fixed !
1363,help ,No one can help !
1364,info wrong ,All the info I get is wrong !
1365,customer yrs ,I have been a customer for 12 yrs !
1366,,https://t.co/MQIImu0yiR.
1367,pls follow   dm confirmation ticket number look ,Pls follow / DM your confirmation or ticket number to take a look .
1368,  afm m ,* AFM https://t.co/6iDGBJAc2 m.
1369,happy look ,I will be happy to look into this further for you .
1370,provide confirmation number dm     hfg ,"Could you please provide your confirmation number via DM , please ? * HFG ."
1371,wait   y actually stick airline ,"Wait , y' all actually stick to one airline ?"
1372,airline convenient flight time whatnot ,I just go with whatever airline has the most convenient flight times and whatnot ..
1373,delta year business ,Always used delta for years for business .
1374,fly southwest week time great free check bag ,Flew southwest last week for the first time was great and free checked bags .
1375,idk team delta get weak   ,But idk still team delta but getting weak . .
1376,way wisconsin sit runway hour half delay air min land ,on the way to Wisconsin I sat on the runway for an hour and a half and was delayed in the air for 45 mins before landing .
1377,return flight delay hour explanation   alternate flight tomorrow   smh ,"Now my return flight is delayed 2 hours without explanation , only alternate flights are tomorrow ... smh ."
1378,thank ,Thanks .
1379,m international flight ,I ’m on an international flight
1380,ve get time   ,so I ’ve got time . 🙂 .
1381,thx reply ,Thx for reply .
1382,understand concern safety ,Understand the concern for safety .
1383,great flight appreciate get home safe busy holiday weekend ,Otherwise great flight appreciate getting us home safe during very busy holiday weekend ..
1384,hello   maggi ,"Hello , Maggi ."
1385,glad check ,I 'll be glad to check for you .
1386,dm confirmation number privacy ,Please DM your confirmation number for privacy .
1387,  tac m check flight s tomorrow move seat ,* TAC https://t.co/6iDGBJAc2 m. I checked in for my flight that ’s tomorrow and I was moved seats .
1388,originally aisle ,I was originally on the aisle .
1389,m hope help   ,I ’m hoping you can help ? .
1390,cooper   sorry wi fi ,"Cooper , I 'm sorry about the Wi Fi !"
1391,  sure report matter wi fi partner gogo   ,"Please , be sure to report the matter to our Wi Fi partner Gogo at or 1.877.350.0038 ."
1392,need detail message detail get attempt ,They need to get details from you of any messages or details you got during your attempt .
1393,  afm ,* AFM .
1394,disappointed yesterday flight wifi offer work ,I was disappointed yesterday in flight 2468 when WIFI was offered but it did not work .
1395,nt work plan ,I could n’t get work I planned on doing done ..
1396,hey ,Hey there .
1397,qualify refund cancel reservation hour purchase ,To qualify for a full refund you would have to cancel your reservation within 24 hours of the purchase being made .
1398,  subject fee difference fare ,"Otherwise , you are subject to fees and or difference in fare ."
1399,hope help clarify concern   today ,"I hope this helps clarify your concerns , today ."
1400,  hfg ,* HFG .
1401,cancel hour ,I did cancel within 24 hours .
1402,computer system mess ,Your computer system messed up ..
1403,hello ,Hello .
1404,help ,I 'm here to help .
1405,dm ticket number confirmation number    review ,"Please DM the ticket number or Confirmation number , here , for review ."
1406,thank ,Thanks !
1407,  tsl m ,* TSL https://t.co/6iDGBJAc2 m.
1408,hi kyle   thank recognize employee ,"Hi Kyle , thanks for recognizing our employees ."
1409,proud crew ,We 're proud of our crew too .
1410,day team work fly well ,Every day our team is working to make flying with us better !
1411,  tmb ,* TMB .
1412,flight attendant pilot flight short amazing ,The flight attendant and pilot on flight 4985 were nothing short of amazing .
1413,super kind   helpful   funny ,"Super kind , helpful , and funny ."
1414,wish crew time fly   ,Wish they were my crew every time I fly ! .
1415,hi kelli ,Hi Kelli .
1416,truly regret frustration cause ,I truly regret the frustration we 've caused you .
1417,contact baggage service center open    ,Please contact our Baggage Service Center at 800 325 8224 and are open from 7:00 AM 1:00 AM .
1418,  tkr ,* TKR .
1419,go service center   amp   speak sup ,I went to the service center & amp ; spoke to a sup .
1420,nt refund   deliver bag ,Would n’t refund my $ 75 OR deliver bags .
1421,nt write tell voluntarily separate bag ,She could n’t show me in writing nor was I told I was ‘ voluntarily ’ separating from my bag .
1422,say cost delta deliver bag ,🙄 Said it would cost Delta to deliver my bag .
1423,apparently   flight year mean ,Apparently 60 + flights a year means nothing ..
1424,hey go charge early flight   luggage flight tell nt deliver luggage b ,"Hey how are you going to charge me to move to an earlier flight , not move my luggage to my flight and THEN tell me you ca n’t deliver my luggage b"
1425,  c voluntarily separate   ,/ c I ‘ voluntarily separated ’ from it ? !
1426,nt voluntarily leave bag ,I did n’t ‘ voluntarily ’ leave my bag . 🤷
1427,,🏼‍ ♀
1428,hello   john ,"Hello , John ."
1429,system show compensated flight today    delta travel voucher ,Our system shows you were already compensated for flight 4459 today with $ 100.00 Delta travel vouchers for each of you .
1430,unfortunately   double compensate flight ,"Unfortunately , I can not double compensate for the same flight ."
1431,sorry disappoint ,I am sorry to disappoint .
1432,  tac ,* TAC .
1433,  hear phone correspondence early ,", I heard back over the phone after our correspondence earlier ."
1434,happy accommodation   amp   understand ,I am happy with the accommodation & amp ; understand you can not do both .
1435,thank appreciate get ,Thank you and I appreciate your getting back to me ..
1436,hi   thank timely   amp   sincere reply ,"Hi , thanks so much for your timely & amp ; sincere reply ."
1437,reason remain loyal   silvermedallion member ,This is part of the reason I remain a loyal # silvermedallion member .
1438,generous offer k skymile wife   amp   accept   amp   appreciate ,Your generous offer of 5 K skymiles for both my wife & amp ; I is accepted & amp ; appreciated .
1439,reply direct message need contact detail ,Please reply or direct message me if you need contact details ..
1440,thx support hopefully right thing jennifer   amp   frustrating episode   amp   address dtw cust ,Thx for the support hopefully will do the right thing for Jennifer & amp ; I in this frustrating episode & amp ; address DTW cust .
1441,service issue ,service issues .....
1442,get flight ground ,how about getting flight 1704 off the ground .
1443,hello   holly ,"Hello , Holly ."
1444,apologize delay ,I do apologize for the delay .
1445,delay fun ,Delays are never fun .
1446,work hard air asap ,They are working hard to get you in the air ASAP .
1447,  flight estimate depart   pm estimate arrive   pm ,"As of now , your flight is estimated to depart at 5:45 pm and estimated to arrive at 8:46 pm ."
1448,  tac ,* TAC .
1449,great   question baggage allowance ,"Great , I also have a question regarding baggage allowance ."
1450,leave dm   ,Could I leave a DM ? .
1451,hi ,Hi !
1452,try cancel award booking book hour online ,Trying to cancel award booking that I booked in less than 24 hours online
1453,say pay cancel ,and it says that I have to pay to cancel .
1454,help cancellation   ,could you help me with cancellation ? .
1455,truly apologize frustration matter cause ,I truly apologize for the frustration this matter has caused .
1456,dm service phone number account numb   ,Please DM your service phone number or account numb ... https://t.co/pcCWPPfuNu .
1457,advise go store speak colleague ,I advise going into store and speaking with one of my colleagues .
1458,sure happy help ,I 'm sure they 'd be more than happy to help .
1459,robbie ,Robbie .
1460,get boorito m happy ,I got my boorito from and I ’m so happy 💗 ✨ 👻 .
1461,go bowl buck   ,Just went to and my bowl was only three bucks ! !
1462,happy halloween ,Happy Halloween !
1463,,👻 🎃 .
1464,concern ,That 's concerning .
1465,touch team straightaway ,We 'll get in touch with the team straightaway .
1466,friend contact ,Please have your friends contact us :
1467,,https://t.co/Ax7W1Dx3Y9
1468,team recall say ,The team did n't recall saying this to anyone .
1469,standard portion ounce   half cup ,"The standard portion is two ounces , which is half of the cup ."
1470,happy extra   ,"We should be happy to give you an extra one , though ."
1471,good main menu item order burrito ,It 's good for any main menu item – you do n't have to order a burrito !
1472,automatic camera upload ,I 'm using automatic camera upload .
1473,issue occur take picture ,The issue seems to occur after taking even just 1 picture .
1474,offline file phone ,I 'm not using offline files on my phone .
1475,see similar issue mention google play store review comment ,I have seen similar issues mentioned in the Google play store review comments .
1476,issue late android version ,there seems to be an issue with the latest Android version .
1477,battery drain ,Battery drains .
1478,  battery consume dropbox app ,10 to 20 % of battery is being consumed by the Dropbox app .
1479,fix nice ,A fix would be nice https://t.co/LXr4BBXFXG .
1480,offer pay iphone x oppose monthly payment plan   ,Do you offer paying for the iPhone X in full as opposed to the monthly payment plan ? .
1481,hi ,Hi !
1482,sorry hear ,I 'm sorry to hear about this .
1483,send dm need assistance ,Please send me a DM if you still need assistance .
1484,happy help ,I 'm happy to help .
1485,sorry trouble email ,I am sorry for the trouble with this email .
1486,dm ,Please DM me
1487,happy help ,and I will be happy to help you further .
1488,love start email ,I just love the start of email 😁 https://t.co/8u1Pf5rJoN.
1489,account get take y gamer tag talibankelo ,My account gotten took can y all get it the gamer tag is TalibanKelo508 .
1490,hi kevin ,Hi Kevin !
1491,refund info   check follow link   ,"For refund info , please check the following link : https://t.co/MInrgZSl48 ."
1492,issue marvel vs capcom dlc ,I have an issue with marvel vs capcom dlc .
1493,like refund ,I would like a refund .
1494,  ,How do I go about it ? .
1495,hi ,Hi !
1496,try format usb fat reinstall update follow step link   ,Try formatting a USB to FAT32 and reinstall the update following the steps on the next link : https://t.co/RhaVd8jm8i .
1497,ps software stick   play online   try update ,"my ps4 software is stuck on 5.00 but i can still play online , i 've been trying to update it to 5.01"
1498,everytime say file corrupt try delete retry   safe mode   restart ps file corrupt   congrat bad customer support ,"but everytime it says the file is corrupted i 've tried deleting and retrying , safe mode , restarting my ps4 and still i get file is corrupted .. Congrats on worst customer support ever !"
1499,hour st contact solution simple problem ,Over 24 hours since 1st contact and still no solution to simple problem .
1500,bad ,The worst ..
1501,dm detail experience   look help prevent happen ,"Please DM us more details about your experience , so we can take a further look and help prevent this from happening ."
1502,thank patience   ,Thanks for your patience ! .
1503,  ve call customer service time nt resolve issue ,"Well , I ’ve already called customer service three times and they still have n’t resolved my issue"
1504,suppose ll send dm ,but I supposed I ’ll send a DM and see if there is anything you can do ..
1505,dm detail experience   look assist ,"Please DM us more details about your experience , so we can take a further look and assist you ."
1506,thank patience   ,Thanks for your patience ! .
1507,happy help ,We are happy to help you .
1508,  store wo able ship crib bed   let zip code look inventory ,"However , stores wo n't be able to ship this crib bedding to you , so please let us have a zip code and we will look for inventory around you ."
1509,thank reach   ,Thanks for reaching out ! .
1510,add computer save ,I add it on the computer and save it .
1511,ebay app upload picture way ,I go on the ebay app and upload a picture that way .
1512,curious go away ,Was just curious why it went away .
1513,  ,:) .
1514,list phone computer access photo ,the listing from phone or computer to access that photo .
1515,feature sell item form   ,"Was this feature in the Sell Your Item form , or somewhere else ?"
1516,rid feature add picture phone computer ,Why did you get rid of the feature to add a picture to your phone from the computer ?
1517,extremely annoying     ,That is extremely annoying ! ! ! .
1518,relation seller performance level ,Is this in relation to your seller performance level ?
1519,dm detail review option ,Please DM us with more details so we can review our options !
1520,let look ,Let 's take a look .
1521,ask dm email address   register postal code reviewcm ,"Can I ask you to DM us your email address , full name and registered postal code so we can review?^CM ."
1522,need weekly sale report    ,I still need weekly sales report for 10/1 10/7 .
1523,day ,I call every day about this .
1524,continue tweet fix ,I will continue to tweet and call until it 's fixed .
1525,dmd ,DM'd you ..
1526,need weekly sale report    ,I need my weekly sales report from 10/1 10/7 .
1527,continue   philippine issue fix   doubt help   ,Will continue to call the # Philippines until this issue is fixed ( though I doubt this helps ) ..
1528,hi   smart sync enable business account step   ,"Hi again , Smart Sync can be enabled on your Business account using the steps here : https://t.co/yErfKHJXdi ."
1529,ah   yes ,"ah , yes ."
1530,work email biz acct   link personal acct ,"I had a work email on my biz acct , which was linked to my personal acct ."
1531,unlinked   try link work ,"I unlinked them , tried the link again and it worked ."
1532,thx   ,Thx ! .
1533,hi   email   work personal account   link ,"Hi again , do you have two emails , a work and personal account , and are they linked ?"
1534,able login personal account   ,Are you able to login to your personal account first ? .
1535,hi   follow link   dropbox ask log biz account ,"hi , when I follow the link , dropbox asks me to log in with my biz account ."
1536,want apply personal account ,I want to apply it to my personal account .
1537,go branch tell possible set monthly electronic payment business account bofa keybank ,I went into my Branch and was told it was not possible to set up monthly electronic payment into a business account at BofA. Used KeyBank ..
1538,want pay shop rent new landlord ,Just wanted to pay my shop rent to new landlord .
1539,amazing ,Amazing .
1540,use key bank account set payment bank america account ,Had to use my Key Bank account to set up payments to the Bank of America account ..
1541,bank america strike ,Bank of America strikes out again .
1542,set reoccurring electronic deposit account business account bank   ,They can not set up a reoccurring electronic deposit from my account to a business account at their bank ! .
1543,pls send   zip   phoneaccount type social care team help ,Pls send us your full name / ZIP / phone#/account type so our Social Care Team can help you .
1544,  muyiwa dele olatunde   zip   phone     account type   check   amp   saving ,Name : Muyiwa Dele Olatunde ; Zip:30093 ; Phone # : 7703743799 ; Account Type : Checking & amp ; Savings .
1545,thank info   social care team follow   ,"Thanks for the info , our Social Care Team will follow up with you . ."
1546,hi muyiwa ,Hi Muyiwa .
1547,thank speak night ,Thank you for speaking with us last night .
1548,research account follow today ,We will research your account and follow up with you again today .
1549,thank ,Thanks !
1550,big thks d social medium team ur prompt intervention   amp   resolution ,Big thks 2 d social media team 4 ur prompt intervention & amp ; resolution .
1551,await d feedback d pende issue ,I however await d feedback on d pending issue though .
1552,thks ,Thks once again .
1553,send message clicking link ,You can send us a message by clicking the link below .
1554,,https://t.co/CoOXedUuUC .
1555,hi   like know happen ,"Hi , we 'd like to know what happened ."
1556,pls send additional detail   zip   phoneaccount type follow ,Pls send us additional details with your name / ZIP / phone#/account type and we 'll follow up .
1557,late update everytime turn console manually restart download ,Since the latest update everytime I turn the console on I have to manually restart all downloads .
1558,fix   ,When will you fix this ? .
1559,need contact work xbox need help ,I need to get in contact with someone who works for Xbox as need help .
1560,xbox relate question   happy help ,"If you have Xbox related questions , we 'd be happy to help !"
1561,tweet official xbox support ,Tweet us for official Xbox support .
1562,problem   number correct   ,"no problem , so it 's the number 4 am I correct ? ."
1563,hello   safety reason account parental guardian account user contact account issue ,"Hello , for safety reasons only the accounts parental guardian or the account user can contact us for account issues ."
1564,mum twitter number phone ,My mum does n't have twitter and you do n't seem to have a number anywhere to phone ....
1565,funny ,funny
1566,cancel little brother account contact hmm ,how I ca n't cancel my little brothers account or contact you about it hmm .
1567,thankyou ,Thankyou
1568,find link uk   player preview jargon confusing   think sign order game ,"I found a link for the UK , the player preview jargon is still very confusing , thought I had to be Signed up to order The game ."
1569,hi guy   weird issue xbox cause issue tv   transition app screen distorted image   power cycle normal ,"hi guys , have a weird issue where the Xbox is causing issues with my TV , transitioning from apps can sometimes make the screen show a distorted image , and I have to power cycle to get it back to normal 😐 ."
1570,like engineer look ,We 'd like an engineer to take a look at this .
1571,post forum link send link ,Can you post to our forums using the link above and then send us the link ?
1572,hey   look like engineer send email confirm email address ,"Hey , looks like the engineer sent an email can you please confirm your email address ?"
1573,yay ,Yay !
1574,happy baybreaker ,Happy Bay2Breakers .
1575,  irunalaska ,# iRunAlaska .
1576,sorry delay joyce ,Sorry about the delays Joyce .
1577,send confirmation email dm ,Can you please send me your confirmation email in a DM ?
1578,,https://t.co/t4ooDR29zz .
1579,flight day   delay maintenance issue ,"two flights in 2 days , both delayed due to maintenance issues ."
1580,go ,What is going on ?
1581,disappointed experience sure ,Disappointed in this experience for sure ..
1582,hi ,HI there .
1583,follow dm order number look ,Can you follow and DM us your order number so we can look into this for you ?
1584,thank tom ,Thanks Tom .
1585,fume right argo   mean delivery tonight pm - pm nt    ,fuming right now with argos ! was meant to have a delivery tonight between 7pm-10pm and did n’t even show up ! ? .
1586,hi loren ,Hi Loren .
1587,follow   dm order number look ,"Can you follow , and DM us your order number so we can look into this for you ?"
1588,thank tom ,Thanks Tom .
1589,help order supposed come today ,please help my order was supposed to come today
1590,arrive ,and it 's not arrived !
1591,web chat help      ,Web chat are no help at all ! ! ! ! .
1592,hear   liam ,"We hear you , Liam ."
1593,work fast update fleet soon super fast wi fi stream movie ,We 're working as fast as we can to update our fleet and will soon have super fast Wi Fi to stream movies ..
1594,d screen ,I ’d still rather have a screen though .
1595,cause neck problem look flight tablet ,Rather not cause neck problems looking down all flight at a tablet .
1596,,Really ..
1597,hour international flight seat entertainment screen   cm ,7hour international flight and no seat back entertainment screens .. c’m on .
1598,flight attenant flight bdl ord awesome ,Just have to say the Flight Attenants on Flight 1361 from BDL to ORD we ’re awesome !
1599,gate agent bdl ,Gate agents at BDL also !
1600,need shout awesome customer service ,They need a shout out for awesome customer service !
1601,treat nonrev    ,Treated this NonRev very well ! ! .
1602,current info   update gate team provide available ,"That 's the most current info , but if there is any further update our gate team will provide it as it becomes available .."
1603,yes ,Yes I see that .
1604,app say incoming flight arrive   go    ,Your app says the incoming flight arrives at 10:05 so how are we going to take off at 10:10 ? https://t.co/vZxyxOa1xo .
1605,s go flight dtw   gt   dfw ,what ’s going on with flight 301 DTW & gt ; DFW ?
1606,delay hour ,Delayed over 3 hours .
1607,cancel   ,Will it be canceled ? .
1608,crew serve deceive way ,Our crew is there to serve you and not deceive you in any way .
1609,help share flight detail dms ,We 're also here to help so please share your flight details via DMs ..
1610,issue ,But that 's really not the issue .
1611,issue habitually inconvenience customer base display demeanor normal practice airline industry accommodation offer inconvenience unsatisfied customer   ,The issue is habitually inconveniences its customer base and displays a demeanor that its a normal practice in the airlines industry with no above and beyond accommodations offered to its inconvenienced and unsatisfied customers ! .
1612,stuck flight charlotte minute computer card tech issue pilot repeatedly advise   minute   fix ,"stuck on flight 609 in Charlotte over 55 minutes due to a computer card tech issue while pilot repeatedly advised it would only take a "" few minutes "" to fix ."
1613,issue report previous pilot arrive minute b board effort save time   ,Why was n't this issue reported by previous pilot that arrived minutes b4 we boarded in effort to save time ? .
1614,sorry extended travel time today   ally ,"We 're sorry for the extended travel time today , Ally ."
1615,team work hard reunite bag ,Our team is working hard to reunite you with your bags ..
1616,go forward flight service leadership team appropriate review ,We 're going to forward this to our flight service leadership team for appropriate review ..
1617,assume come tho incident ,So I assume nothing is coming from tho incident .
1618,day complaint desk person flight tweet ,It has been several days since we made a complaint at the desk in person after the flight and this tweet .
1619,pretty blow concernnto act battery plane child ,Pretty much you blew off any concernnto a act of battery on the plane against a child .
1620,ridiculous     ,This is ridiculous ! ! ! .
1621,end trip ,I had to end my trip
1622,way soon expect ,way sooner than expected
1623,buy new flight way cheap change return ,Bought a new flight because it was way cheaper than changing my return .
1624,need cancel return seat   ,What do I need to do to cancel my return so someone can have that seat ? .
1625,platinum select aadvantage card purchase intl ticket site end british air   retain benefit aadvantage card flight   ie   early boarding    ,"if I have the platinum select aadvantage card and I purchased an int’l ticket through your site but it ended up being on British Air , will I still retain the same benefits of my aadvantage card on this flight ( I.e , early boarding ) ? ."
1626,let s social medium team respond   obviously overlook negative feedback facebook ,"Let ’s see if your social media team will respond here , as they obviously overlook negative feedback on Facebook ."
1627,  americanairline   noresponse ,# AmericanAirlines # NoResponse https://t.co/dzWB2HPGDQ .
1628,thank awesome flight home   dreamliner ,thanks for awesome flight home # Dreamliner https://t.co/ArQkp3oZh2 .
1629,hey ,Hey !
1630,rocky flight aa ,Rocky here on flight AA2254 .
1631,suppose depart pm pm crew inform captain miss ,We were supposed to depart at 6:07PM but it is now 6:54PM and the crew just informed us that our captain is missing .
1632,oh mention maintenance issue ,Oh and not to mention we also had a maintenance issue .
1633,hope nyc safe sound ,Hope to make it to NYC safe and sound .
1634,  disappoint ,# disappointed .
1635,help ,Here to help .
1636,send note ,Send us a note at https://t.co/xRfusvlJhN
1637,team connect ,so our team can connect ..
1638,immediate assistance   pls contact customer service number card ,"For immediate assistance , pls contact us at the Customer Service number on the back of your Card ."
1639,thank ,Thank you ..
1640,unfortunately say account temporarily lock system ,Unfortunately it said that my account was temporarily locked out of the system still .
1641,m try change account ,I ’m trying to make changes on my account
1642,keep tell ve temporary lock call confirm card ,but it keeps telling me I ’ve been temporary locked out I already called to confirm my card .
1643,oh ,Oh no !
1644,sorry hear   dm store phone number ,"I 'm really sorry to hear about this , please DM us your store phone number"
1645,reach right away   ,and we 'll reach out right away ! .
1646,thank message ,Thanks for this message .
1647,sorry trouble ,Sorry for the trouble .
1648,dm email address   amp   reach right away   ,Please DM us with your email address & amp ; we 'll reach out right away ! .
1649,hi   edit order time enter dispatch process ,"Hi , you can edit your order at any time before it enters the dispatch process ."
1650,check help page ,To do this please check out our help page : https://t.co/wRa3FyXyBb
1651,notice pay   delivery amazon simply select free delivery option   spend qualify   rip   free automatically qualify ,"just noticed I paid £ 4.95 delivery on Amazon simply because I did not select the FREE delivery option , after I spent enough to qualify ... what a RIP OFF , why is it not free automatically when qualifying ."
1652,dupe yr customer ,Please do n't dupe yr customers .
1653,refund money provide service pay ,Either refund my money or provide the services for which I have already paid .
1654,,https://t.co/jvWVbHoEcz .
1655,completely understand   point   unable troubleshoot connection try ,"I completely understand , at this point , I 'm unable to troubleshoot further since we do n't have the connection to try ."
1656,hope able resolve issue work time ,I hope they 're able to resolve the full issue while they work on it this time .
1657,oh ,Oh no !
1658,sorry ,We 're sorry about that !
1659,direct message ,Please direct message us
1660,inform alternative way order item ,and we 'll inform you of the alternative ways to order this item .
1661,want order item get error checkout process ,I want to order this item https://t.co/jd4XZL76Ga but am getting errors in checkout process .
1662,oh ,Oh no !
1663,direct message order number ,Please direct message us your order number !
1664,help ,We 're here to help .
1665,hey   jorge ,"Hey there , Jorge ."
1666,direct message order detail ,Please direct message us for order details .
1667,clarify help order ,I can clarify or help out with this order .
1668,get phone rep   package ship close location   nj   pick ,"Just got off the phone with a Rep , and we could n't get a package shipped to my closest location ( NJ ) for pick up ."
1669,sorry hear ,Sorry to hear about that !
1670,direct message error detail occur ,Please direct message us with any error details that are occurring .
1671,review mobile team ,I will review this with our mobile team .
1672,newegg mobile app compatible iphone anymore ,"The Newegg Mobile app is n't compatible with my iPhone anymore 

"
1673,  shit start ,"See , this is how this shit starts .."
1674,want sure need help ,I just wanted to be sure you did n't need any help .
1675,happy hear enjoy event   hesitate reach need help ,"But I am very happy to hear you enjoyed yourself at our event , please do not hesitate to reach out if you need any help ."
1676,happy look service issue ,I will be happy to look into your service issues .
1677,dm account info ,Please DM me your account info
1678,help ,so I can help .
1679,guy   s week continuously app say outage report ,"Guys , it ’s been a week continuously when your app says outage reported ."
1680,internet connection keep break ,And my internet connection keeps breaking up .
1681,say outage report ,Saying “ Outage reported ” is not enough .
1682,week     ,For a week ! ! ! .
1683,apologize think ,I apologize that you think that .
1684,happen need assistance internet   hesitate dm account information ,"If you happen to need assistance with your Internet , please do not hesitate to DM us your account information ."
1685,help ,We are here to help .
1686,apologize experience speed issue ,I apologize you are experiencing some speed issues .
1687,dm    service address   include city   state   zip code    phone number list account ,"Could you please DM your full first / last name , full service address ( Including the city , state , and zip code ) , and the phone number listed on the account ?"
1688,understand frustration    issue licensing agreement restriction network   league ,"I understand your frustration ; however , this is an issue with the licensing agreement restriction between the network , the league and us ."
1689,sorry inconvenience bring you - rm ,I am sorry for the inconvenience this has brought you.-RM .
1690,thank reach concern game ,Thanks for reaching out to us with your concern about the game .
1691,likely licensing agreement restriction   network league ,"This is likely due to licensing agreement restrictions between us , the network and the league ."
1692,apologize inconvenience ,We apologize for any inconvenience .
1693,help ,I can help you .
1694,dm address phone number ,Can you DM me your address and phone number please ?
1695,sorry ,I am sorry about this .
1696,home time delivery occur   ,Were you home at the time the delivery occurred ? .
1697,sadden hear package deliver ,I 'm very saddened to hear your package has not been delivered .
1698,dm team track number ,Please DM my team your tracking number .
1699,  deep look detail ,", We will take a deeper look into the details for you ."
1700,,https://t.co/wKJHDXWGRQ .
1701,epic fail delivery ,You have an epic fail regarding a delivery .
1702,s unacceptable poor service ,It ’s unacceptable and poor service .
1703,delivery attempt driver   lie driver   misinformed phone agent delivery ,"No delivery attempt by driver , lying by the driver , then misinformed by phone agent and still no delivery"
1704,day late ,and it will be 3days late ..
1705,dm track   delivery address contact number link look ,"Please DM us your tracking , delivery address and contact number via the link so we can look into this for you ."
1706,,https://t.co/wKJHDXWGRQ .
1707,go email ,Are you going to email me or not .
1708,hope ok ,We hope everyone is ok .
1709,dm email address ,Please DM us your email address
1710,follow immediately ,so we can follow up immediately ..
1711,driver crash hit head happy halloween ,my driver crashed and I hit my head happy Halloween .
1712,article eligible free delivery offer standard option    ,Why do you say that an article is eligible for free delivery then offer nothing but standard option at £ 4.75 ? .
1713,sorry account lock ,I 'm sorry your account is locked !
1714,reach directly   close look ,Please reach out directly to us here : https://t.co/jzvkhdlrK5 so we can take a closer look .
1715,link provide allow contact signing ,The link provided will allow you to contact us without signing in !
