,sentences,raw_sentences
1169,thank ve time   sweetie ,"thanks you ’ve really done it for me this time , sweetie ."
1170,cause issue play sonos spotify app   ,And is that causing the other issue where nothing will play on sonos thru Spotify app ? .
1171,dear ,Dear
1172,awesome southwest   m ken s follower ,Less Than Awesome Southwest : I ’m 1 of Ken ’s followers .
1173,instead twitter campaign   treat aloyal custmr rt refund refundable tix   ,"Instead of 🧀 twitter campaigns , treat aloyal custmr rt and refund refundable tix ! ."
1174,dear awesome people   extra   worldserie game ticket   plz tell p d catch p ,"Dear awesome people : if you have an extra # WorldSeries game 7 ticket , plz tell me by 2p We d so I can catch 335p"
1175,smf bur flight   hulu    have trouble authorize account spotify ,"SMF BUR flight https://t.co/vJBk1coqpO. Hulu : "" We ’re having trouble authorizing your account with Spotify ."
1176,contact spotify support help resolve issue    ,"Please contact Spotify support to help resolve this issue . "" ."
1177,s apple tv k support ,what ’s up with Apple TV 4 K support ?
1178,ve get message day   streaming app work great ,"I ’ve been getting this message for days , all other streaming apps are working great ."
1179,,https://t.co/Bpv3XDQFS0 .
1180,know ge social medium ,I knew you would ge back to me via social media .
1181,refund owe   amp   ve try solve account issue w ,You all have a refund you owe me & amp ; i ve been trying to solve my account issue w/ you all .
1182,credit card yesterday fine   today say card nt valid ,"I used my credit card yesterday just fine , today it says my card is nt valid ."
1183,try cc paypal ,Tried using another cc and PayPal .
1184,fix bug   ,Fix for bug ? .
1185,hey ,hey !
1186,go cruise   need debit card good   ,"I 'm going on a cruise , do I need to do anything so my debit card is good ? ."
1187,power eversource working think cable ,we do not have power yet eversource still working I think you will have to put in cable .
1188,eversource fix sequin st hope cox restore service tomorrow pole go tonight tv phone ,eversource is fixing sequin st 06111 hoping Cox can restore service at 25 tomorrow poles going in tonight no tv or phone .
1189,thank ,Thanks !
1190,charge phone car ,Charging phone in car now .
1191,  finally get properly file issue bug ,🏻‍ ♀ ️. Finally got around to properly filing this issue as a bug .
1192,thank help ,Thanks again for your help ..
1193,thx awesome customer service ,Thx 4 the awesome customer service .
1194,steal fund b replace   amp   new card n mail ,My stolen funds will B replaced & amp ; my new card is N the mail .
1195,y all r awesome ,Ya'll R awesome .
1196,ve get lock personal account ,I ’ve gotten locked out of my personal account
1197,want need help ,and I want to get back into it I need help .
1198,phone hour   bitch shit   ,"Been on the phone with for almost an hour now , bitch where is my shit ? ."
1199,good customer service ,Best customer service !
1200,relief year deal ,Such a relief after years of dealing with .
1201,fact   book flight right    ,"In fact , booking another flight with you right now ! ! ."
1202,promise day ship guarantee pm delivery ,do n't promise a 1 day shipping with a GUARANTEED 8 pm delivery when you ca n't keep it .
1203,order say   leave mailroom   house mailroom home day ,"My order 113 8951188 2020217 says "" Left in mailroom "" but my house does n't have a mailroom and I 've been home all day .."
1204,inform delivery driver leave package door   ,how do I inform your delivery drivers to just leave my package at my front door ? .
1205,update iphone nt download app ,Since I updated my iPhone I ca n’t download apps now .
1206,thank ,Thanks 🙄 🙄 🙄 .
1207,try update phone new ios system   phone die   charge    amp   lose ,"Tried to update my phone to the new IOS system , and my phone died while ' charging ' & amp ; now I lost everything ."
1208,thank   get message hour ,Thanks .. got this message few hours back .
1209,hour later ask account work ,then hour later asked me if my account was working .
1210,say block ,I said no then the blocked me .
1211,,https://t.co/uGQtHhWKGi .
1212,want package lazy ass delivery driver leave person apartment ,I want my package your lazy ass delivery driver left at another person apartment !
1213,clue ,And they have no clue where it is .
1214,ubereat promo code work ,my ubereats promo code is n't working for others .
1215,order right size morrison prefer use   ,I can order the right size in Morrisons but would prefer to use yourselves ! .
1216,bad pickup order experience app ,2 for 2 in bad pickup order experiences with the app .
1217,way feedback order   contact form take long fill ,"No way to give feedback on orders , and contact form on https://t.co/dPk4cROuj0 takes too long to fill out ."
1218,probably miss thousand complaint pickup order system problem ,You probably miss thousands of complaints about pickup order system problems ..
1219,flight   ,Flight # 0080 .
1220,flight delay   wo get home midnight ,"yet ANOTHER flight delay , and now I wo n't be getting home until midnight ."
1221,want hour life   ,"I want 7 hours of my life back , .."
1222,yeah bad   send phone sound work ,Yeah that 's not even the bad part ... sent me A phone but the sound does n't work ...
1223,wo send send ,They wo n't send me another until I send this 1 ..
1224,phoneless day   amp   half ,Now I 'll be phoneless for another day & amp ; A half ....
1225,need phone gps daily task ,I need my phone for GPS and other daily task ....
1226,reset password talk agent need log account help ,I ca n't reset my password and I ca n't talk to an agent as I need to log into my account please help .
1227,airport ,Not at airport .
1228,flight tomorrow ,Flight is tomorrow .
1229,pls fix guarantee seat like pay ,Pls fix this and guarantee them seats like they paid for ..
1230,reason   gt hour delay flight   ,what 's the reason for the & gt;2 hour delay on flight 824 ? .
1231,charge appear account state sleep ,I 've had a charge appear on my account in another state while I was sleeping .
1232,money ,What do I do to get my money back ..
1233,try add card paypal say decline   buy card ,I tried adding the card to my PayPal and it said it was declined .. just bought the card too .
1234,prepay ,it 's a prepaid .
1235,need help gift card ,I need help with a gift card .
1236,hell go   ,what the hell is going on ? !
1237,today day deliver ship   ,Today 's last day to deliver and still not shipped ! !
1238,pledge wo order u    ,Should I pledge that I wo n't ever order from u ? ! .
1239,  iphone ,11.1 iPhone 6 .
1240,app ,I app .
1241,reply ,the reply .
1242,iphone   ,Iphone 7 + .
1243,finish x fix sw ,Not finishing for an 8 or an X just fix the SW .
1244,nt week   ,I ca n’t go another week with the 7 + .
1245,keyboard iphone come ,The only keyboard I️ have is whatever my iPhone came with .
1246,s occur   message   social medium   emailing ect ,"It ’s occurring in everything : messages , social media , emailing ect .."
1247,tell   contact ask email order provide detail ,"This is what I was told and since then , no one contacted me asking about my email in order to provide further details ."
1248,  refund ,# refund https://t.co/7RoF4wNv9v .
1249,blind ,are you blind ?
1250,say refund   lifetime people crap ,"You said I will get my refund so do it , I have a lifetime to show people how crap is"
1251,s problem ,that s not a problem https://t.co/8MXN3RQ4z3 .
1252,money   state previously refund ,give my money ... as you stated previously you would refund me .
1253,go word   shit airline shit customer service ,now you going back on your word ... shit airline shit customer service .
1254,individual account problem ,It 's not an individual account problem .
1255,people experience issue ,People around me are experiencing same issue .
1256,let u guy know ,I 'm just letting u guys know .
1257,lte slow crawl ,LTE is slowed to a crawl .
1258,deal    mo iphone x eligible trade available   ,is the deal for $ 17 / mo iPhone X with eligible trade in still available ? .
1259,well window seat tomorrow see wo nt let check online ,better give me a window seat tomorrow seen as it wo n’t let me check in online
1260,hr flight straight work ,and I have a 7 hr flight and straight to work 😴 .
1261,question loyalty poor treatment gate agent tonight ,One of several questioning loyalty to after poor treatment by gate agent tonight .
1262,flight ord sfo ,Flight 41 ORD to SFO ..
1263,send dm ,I sent you a DM .
1264,service pay provide ,A service was still paid for but not provided .
1265,work deliver quickly possible deceptive ,Even though you are working to deliver as quickly as possible this is deceptive ..
1266,  able submit feedback site ,"Also , what 's up with not being able to submit feedback at the site ?"
1267,give phone number leave feedback ,I 'm given a phone number to call to leave feedback .
1268,kid     ,Are you kidding ? ! ! !
1269,human past midnight   amp   deal w   wait time   amp   explain x ,I have to call a human past midnight & amp ; deal w / wait times & amp ; explain 5x before they get it ?
1270,type ,I ca n't type it out ?
1271,  ,It 's 2017 ! .
1272,  sorry   m ,"No , sorry , I ’m not doing that ."
1273,world series ,The World Series is on .
1274,app keep unilaterally stop stream ,Your app just keeps unilaterally stopping the stream .
1275,issue modem ,The issue is not my modem ..
1276,  turn internet sucking stop   ,"No , can you just turn the internet back on and make the sucking stop ? ."
1277,internet service stop suck maybe minute ,can your internet service stop sucking for maybe 20 minutes ?
1278,thank advance ,Thanks in advance ..
1279,nt access account number m paperless nt internet access ,I ca n’t access my account number because i m paperless and ca n’t get on the internet to access it ..
1280,internet outage   ,is there an internet outage in 91604 ? .
1281,refund ,A refund .
1282,primary account console   ,Ca n't you only have one primary account per console ? .
1283,activate primary account play ,I activated both as primary and the other account still ca n't play it .
1284,let account play ,Still is n't letting the other account play .
1285,buy fortnite primary account   sister want play play account ,"I bought Fortnite on the primary account , Now my sister wants to play it but ca n't play it on her account ."
1286,coupon total checking account coupon value ,My coupon was for total checking account and coupon value 300 .
1287,look avail coupon   open chase account ,Was looking to avail my coupon for 300 $ for opening chase account
1288,bank ill staff account opening postpone tomorrow ,But the bank was ill staffed and my account opening postponed to tomorrow .
1289,coupon expire today ,My coupon expires today .
1290,plz help ,Plz help .
1291,internet go storm ,My internet went out in the storm .
1292,get message restore   s work ,"I got a message it was restored , but it ’s not working ."
1293,tell area   ,Can you tell me if my area is still down ? .
1294,hi meaghan shanley parent internet yesterday ,hi my name is Meaghan Shanley and my parents and I have been out of internet since yesterday !
1295,u guy like speed process ,Can u guys like speed this process up .
1296,yes ,Yes I am !
1297,m locate hawaii ,I ’m located in Hawaii .
1298,everytime try log laptop cell phone return log page ,Everytime I try to log in via laptop cell phone it just returns me back to the log in page !
1299,help ,Help me 😩 .
1300,time line resolve issue ,What is the time line to resolve a issue .
1301,work company deactivate number   long mile credit account flight virgin america ,If you are working on it then why your company deactivate my both the number .. how long should it take for miles to credit to my account from flights on virgin america ?
1302,  week   great delivery slight hiccup order fried zucchini ,Been 3.5 weeks now .. great delivery but a slight hiccup i ordered fried zucchini
1303,get ravioli instead ,but I got ravioli instead .
1304,wish phone number   get completely wrong order   way contact driver guy ,"Really wish would have a phone number , I got the completely wrong order , there is no way to contact the driver or you guys ."
1305,find hair veg biryani flight today ,Found a hair in my veg biryani on flight I5 784 today .
1306,flight attendant swap asap disgrace ,The flight attendant swapped it asap but a disgrace still .
1307,hearing card cancel   customer ,"I 'm now hearing that the card was canceled "" by customer ."
1308,   fraud    cancel ,""" 1 ) is this fraud 2 ) if not , who canceled and why ."
1309,new delta biz plat card cancel explanation week use ,new delta biz plat card canceled with no explanation after 1 week of use .
1310,happen chase   ,"Never happens with chase , ever .."
1311,start work soon tweet ,No it really started working as soon as you tweeted me ..
1312,order pizza literally deliver pizza slice miss ,When you order pizza from and they literally deliver a pizza with three slices missing out of it .
1313,actual hell   ,What in the actual hell ! ?
1314,,https://t.co/4JxiMxzov1 .
1315,message rahul social medium team ,Message from Rahul from Social Media team .
1316,check order issue handle executive customer relation team ,Upon checking your order I see that issue is being handled by Executive Customer Relations team ..
1317,phone ,why is my phone doing this https://t.co/3gBYZHMlYs .
1318,,What do you make of this ?
1319,  leave corner ,( Top left corner )
1320,customer   think phone hack ,"I am a US customer , and I think my phone has been hacked ."
1321,,https://t.co/5JE0SUCx90 .
1322,iphone plus ,iPhone 7 Plus .
1323,charge card free app ,Why do you keep charging my card for FREE apps ?
1324,m happy ,I m not happy at all ..
1325,massive shout help today flight situation ,Massive shout out to for all of their help today with my flight situation .
1326,y all amazing    ,Y’all are amazing ! ! .
1327,set family premium ,Set up family premium .
1328,wrong address ,put wrong address .
1329,cancel ,canceled .
1330,set new account w email address ,now ca n't set up new account w my email address .
1331,u pay ,U make me pay ?
1332,help   ,Help ! .
1333,  mobilecare ,# mobile_Care .
1334,remote suddenly nt work ,My remote suddenly does n’t work .
1335,change battery new one work ,I changed the batteries with new ones and still not working .
1336,jump iphone x ,I used my 1 jump to get the iPhone x.
1337,reason like   return   ,"If for some reason I do not like It , what is the return ? ."
1338,literally person work like people stand ,why is there literally one person working and like 6 people just standing around .....
1339,guy app nt work m stuck line y all purpose ,Your guys app is n’t working and now I ’m stuck in this line Y’all did this on purpose
1340,m livid ,I ’m livid .
1341,get sick plane fun   ,Getting sick on a plane is no fun ! !
1342,thank flight attendant   amp   charade champ bf quick   amp   calm ,Thanks to my flight attendants & amp ; my charades champ bf for being quick & amp ; calm .
1343,  texasbound ,# TexasBound .
1344,phone replace tuesday ,I had the phone replaced last Tuesday .
1345,  week ,"So , a week .."
1346,iphone replace apple defective ,I had my iPhone replaced by Apple because it was defective .
1347,nt receive sm message verizon number ,Now I ca n’t receive SMS messages from Verizon numbers .
1348,able help ,No one has been able to help me out .
1349,hope ,Hoping you can !
1350,reset network setting ,I have reset my network settings .
1351,send sm receive mms verizon number ,I can send SMS and receive MMS from Verizon numbers ..
1352,hey paypal gift work    ,hey paypal gifts is n't working ? ? ?
1353,  help pleaseee ,.. help pleaseee https://t.co/bB4XYKtPZB .
1354,service disruption ,any service disruptions in 10036 ?
1355,router internet past hour ,Router has had no internet for past hour or so ..
1356,guy stop throttle internet ,can you guys stop throttling my internet ?
1357,pay fast ass internet nt get buffer issue everysecs ,i pay for some fast ass internet i should nt be getting buffering issues every5secs .
1358,anybody get extra verizon phone borrow   mine stop work   automate phone support system need   let talk actual person   option ,"Anybody got a extra Verizon phone I can borrow , mines just stopped working .. Your automated phone support system really needs a "" just let me talk to an actual person NOW "" option .."
1359,have trouble sign ,I 'm having trouble signing in .
1360,try reset password text phone ,I tried to reset my password via text to my phone
1361,receive text ,but I did n't receive any text .
1362,help   ,Any help ? .
1363,hi airasia ,hi Airasia .
1364,wonder big point credit account ,Just wondering why my big points are not credit in my account yet ?
1365,wait week ,Been waiting for a week now .
1366,well fargo constantly put fraud hold account ,Wells Fargo is constantly putting fraud holds on my account .
1367,say refund hour   day email later response refund   like wait   minute get home realize order completely wrong   ,"When said your refund would be in in 24 hours , and 5 days and an email later and no response or refund 👍 🏻 👍 🏻. Nothing like waiting 30 + minutes for getting home and realizing your order is completely wrong ! ."
1368,jesus order right   ,Jesus could you get my order right once ? .
1369,,9008
1370,holly rd   grand blanc   mi ,"Holly Rd , Grand Blanc , MI 48439"
1371,recur issue   ,Its a recurring issue :( .
1372,mooresville nc ,Mooresville NC .
1373,entire order stale shell hard tortilla ,Our entire order was full of stale shells and hard tortillas .
1374,  ,:( .
1375,thank take min order give away ,Thanks for taking 20 mins to make my order and then giving it away .
1376,min eat lunch b b work ,I now have 4 mins to eat my lunch B4 I have 2b at work ..
1377,train people jonesboro ar well ,PLEASE train your people in Jonesboro AR better .
1378,rude problem cause unacceptable ,Being VERY rude to me for a problem I DID NOT cause is unacceptable ..
1379,burrito right order online ,Why does never make my burrito right when I order online ?
1380,order fresca   chz cream realize road   ,"Order Fresca , has chz and cream when I realize down the road :( ."
1381,dmd ,DM’d you .
1382,order great little shocked look ,Other than this my order was great was just a little shocked when I looked at it .
1383,ve notice right away fix ,Should ’ve noticed right away and had it fixed .
1384,order cheese mini quesadilla   amp   flour tortilla ,When you order a cheese mini quesadilla & amp ; get a flour tortilla ..
1385,,https://t.co/xCZg5IcRWJ .
1386,w thoma   hammond la horrible ,"2025 W Thomas , Hammond La is HORRIBLE !"
1387,mess drive order hang phone time   ,They mess up drive through order and hang up the phone EVERY time we call ! .
1388,yo man steak quesadilla ,Yo where my mans steak for his quesadilla ?
1389,demand refund ,We demand a refund https://t.co/emYtCoIMXp .
1390,different email order actually resolve issue ,6 different emails about the same order and none actually resolve the issue .
1391,ashame   take multiple survey   respond email   twitter   chat phone ,"You should be quite ashamed .. have already taken multiple surveys , and responded on email , twitter , chat and phone ."
1392,order cancel ,order cancelled .
1393,action guy   ,No action from you guys ! .
1394,far   get hollow assurance face issue ,"so far , I only keep getting hollow assurances that I will not face this issue again ."
1395,need assurance   need product order   ,"Do n't need assurances , need the product i ordered ! ."
1396,ask customer care exec phone cancel order ,I have asked the customer care exec on phone to cancel the order .
1397,want waste time   cancel order delivery service suck despite prime membership ,Do n't want to waste any more of my time on this .. I am now cancelling this order because your delivery service just sucks despite prime membership .
1398,switch future ,Switching to for future ..
1399,m iphone   instal io   n battery drain problem resolve ,"I m using iPhone6s , it is installed with iOS 11.0.3 n battery drain problem is not resolved in it ."
1400,resolve issue wht update   ,When they resolve this issue in wht update ? .
1401,screen break d like connect itune order save datum ,My screen is broken and I ’d like to connect in iTunes in order to save my data .
1402,,How can I do ?
1403,itune request unlock device ,iTunes request to unlock my device ....
1404,land phl flight afternoon realize left kindle seat a ,landed in PHL on flight 2097 this afternoon and just realized I left my Kindle in seat 3A.
1405,find   claim   ,How do I find / claim it ? .
1406,hi ,hi .
1407,receive skymile card amex ,I 've just received a skymiles card from Amex .
1408,check skymile account number card   ,How can I check my skymiles account using the number on the card ? .
1409,ready iphone ,Be ready for your next iPhone .
1410,join iphone upgrade program free ,Join our iPhone upgrade program for free !
1411,,"
  https://t.co/8Ge3jErEEg ."
1412,comment nt address problematic comment flight attendant ,Comment does n’t address problematic comment made by flight attendant ..
1413,flght attndnt give   bear citizen   english lesson ,"Flght attndnt gives me , US born citizen , English lesson ."
1414,aa say record complaint system ,AA said will record my complaint in system .
1415,well train staff ,Do better train your staff !
1416,  stockreplie   microaggression ,# stockreplies # microaggression .
1417,throwback night order plz add salad dressing nt add salad dress ,Throwback to last night when our order name was “ Plz add salad dressing ” and they did n’t add salad dressing ..
1418,git card   thank    ,git the card ... thank you ! ! !
1419,fyi hand write amazing       ,fyi your hand writing is amazing ! ! ! ! ! .
1420,suppose charge ppl order vegetarian bowl   guac side ,are they supposed to charge ppl who order a vegetarian bowl $ 2 to put the guac on the side? 🤔 .
1421,unicorn ,Unicorn !
1422,flight get row ,A flight where everyone gets a row !
1423,set camp hand candy ,set up camp and will hand out candy .
1424,  improv ,# improv https://t.co/RXXGPri3em .
1425,resident apply credit card companion pass special    ,as a CA resident how do I apply for your credit card and companion pass special ? ? ?
1426,thank    ,Thank you ! ! .
1427,california halloween flight   skeletoncrew ,California Halloween Flight # skeletoncrew https://t.co/7xpZosGsBm .
1428,finally get customer service   great young man   got work right ,"I finally got through to customer service , great young man , that got everything working right for me ."
1429,take min   great service ,"Took 37 min , but great service ."
1430,thx ,Thx .
1431,  sure check phone bill charge people phone call ,"If you have , be sure to check your phone bill since they ’re charging people for 411 phone calls ."
1432,call day    ,Who really calls 411 these days ! ? !
1433,,https://t.co/GjeWjUuvyq .
1434,game ws course fix issue receive text smh ,could of been at game 6 of the WS but of course has not fixed my issue and i never received the text or call smh .
1435,thank alot ,Thanks alot .
1436,y internet cable ,Who do y’ all have for internet and cable .
1437,cause m s shady billing bullshit ,Cause i m done with ’s shady billing bullshit ..
1438,funny thing friend online ask ,Funny thing is I could n't see my friend online who I asked .
1439,yeah   know server issue ,So yeah ... do n't know if it 's a server issue or something else ..
1440,minimum pay able send bluebird account   ,Is there a minimum amount you have to pay to be able to send from one bluebird account to another ? .
1441,hi   relocate canada soon pr   wonder abt procedure open bank account arrive ,"Hi , I am relocating to Canada soon as a PR , and was wondering abt procedures to open a bank account before arriving .."
1442,redeem rocket league key recieve nvidia graphic card purchase newegg   ,How do I redeem my Rocket League Key that I recieved with my nvidia graphics card purchase from Newegg ? .
1443,reason add photo button work dm   send ,"For some reason the add photo button was n't working in the DM , so I 'll send it here ."
1444,,https://t.co/x44np1anXf .
1445,dear team   update iphone plus hang apple logo screen ,"Dear team , after update my iPhone 6 Plus its hang in the Apple logo screen .."
1446,get crazy security bug issue io   ,I got a crazy security bug issue with iOS 11.1 .
1447,need sim card m join wifi ,Why do I need a sim card when I ’m joined to the WiFi ?
1448,m phone test website ,I ’m only using this phone to test websites .
1449,,https://t.co/xdINQXPvEX .
1450,tudo bom    ,Tudo bom ? ? ?
1451,todo estao com o mesmo problema e e sempre com o ,Todos estão com o mesmo problema e é sempre com o
1452,iphone o que esta acontecendo    ,iPhone 7 o que está acontecendo ? ? ?
1453,,https://t.co/pn1UYIjdMo .
1454,flight atl nxa arrive   local ,It was on a flight from ATL to NXA arrived at 3:55 local .
1455,fyi ,FYI .
1456,thank ,Go thank them .
1457,,I will when I get there .
1458,finally flight half hour later ,We are now finally about to take off flight 2576 only 2 and a half hours later .
1459,right   ,Is there anything you can do to make this right ? .
1460,hour delay detroit phoenix computer issue close resolve board cool ,an hour delay from Detroit to Phoenix because of a computer issue that was no closer to being resolved while we boarded is not cool .
1461,thanksp   great support ,"Thanks!p , great support !"
1462,reserve phone check stock level   ,Is that call to reserve a phone or to check stock levels ? .
1463,buy iphone x outright store friday   ,Can I buy an iPhone X outright in store on Friday ? .
1464,husband yr baby refuse blanket cuz class red eye flight   willneverhavemymoney ,My husband with our 1yr baby was refused a blanket cuz it was for first class only on a red eye flight # willneverhavemymoney .
1465,contact email inbox issue account   ,how can I contact you by email or inbox about an issue with my account ? .
1466,  internet package upload dl speed fine   ping reason ,"I have 100/100 internet package and my upload and DL speeds are fine , but my ping is 200 for some reason ."
1467,help   ,Any help ? .
1468,hdtv   xbox   fio connection ,HDTV + xBox + Fios connection .
1469,ve experience issue yrs ,I ve experienced this issue for yrs .
1470,look like throttle issue ,It always looks like the throttling issue to me .
1471,eg ,Eg https://t.co/BkhlnNfSfu .
1472,say system activate matter try talk try account ,No it says another system is activated and no matter what I try or anyone I 've talked to has tried I ca n't get it back into my account .
1473,ongoing account access issue w microsoft acc ,I 've had ongoing account access issues w/ my Microsoft acc .
1474,troubleshoot ask log ,All troubleshooting ask me to log in first
1475,,but I ca n't .
1476,idea   ,Ideas ? .
1477,request flight change booking number ilfhg update dm say submit confirmation ,I requested for flight change for booking number ILFH6G. Last update by DM said this is submitted but No confirmation yet .
1478,value    ,"Same value , how ? ?"
1479,bookd   windw seat   bt gvn middle   amp   aisle ,"I bookd 7A , windw seat , bt were gvn middle & amp ; aisle ."
1480,bookd window reason ,Bookd window 4 a reason !
1481,rtnrn flight hrs   xpct upgrade ,"My rtnrn flight is in 2hrs , xpct an upgrade ."
1482,bs ass   limit card wtf well fargo ,Bs ass 500 $ limit on my card wtf Wells Fargo .
1483,hack   point take   report ,"I 've been hacked , points taken , and have reported this to you ."
1484,multiple stay come unable view account lock ,I have multiple stays coming up that I 'm unable to view because my account is locked .
1485,get help spire member ,I 'm not getting the help from you that a Spire member should .
1486,avg night yearly   nice game ha ,I avg more than a 100 nights yearly .. nice game ha .
1487,fool customer extend issue warranty expire free ,first fool the customer then extend the issue until warranty expires and then you are free .
1488,cheat enterprise amazon ,cheating enterprises amazon .
1489,waste month bullshg ,you have wasted one month by bullsh****g me .
1490,tell itvis warranty ,now i am being told itvis out of warranty .
1491,issue report yo warranty ,issue is reported yo under warranty ..
1492,visit multiple time ,I have visited multiple times .
1493,sc change uts policy meet ur unreasonable demand ,why would a sc change uts policy to meet ur unreasonable demands ?
1494,issue ongoing   month ,this issue is ongoing since 1.5 months ..
1495,talk phone offer percent ,I talked on the phone to someone who offered 10 percent off
1496,account ,but that is n't on the account yet .
1497,know delivery date ,Still do n't know delivery date ..
1498,order web site ,Nothing on my order on your web site ..
1499,get email discount future order new ship date thursday ,Got emails with discount on future order and one with a new ship date of Thursday .
1500,hold breath ,Not holding my breath ..
1501,  say arrive today ,"No , it still says arriving today ."
1502,notify soon delivery date change ,I should have been notified as soon as the delivery date changed ..
1503,happen iphone download io    send group contact   non iphone user   work photo nt work pano ,This what happens to my iPhone after I downloaded IOS 11.1 https://t.co/kiufuUwNLr . Sent to same group of contacts ( one is non iPhone user ) worked with photo did n’t work with pano .
1504,boyfriend nt refer ,My boyfriend does n’t refer anyone .
1505,automatically get apply account ,He automatically gets them applied to his account ......
1506,refund food like   ,How can I get a refund for food that I do n't like ? .
1507,think m go cry get wrong order food deliver   absolutely right ,If you think I ’m going to cry over getting the wrong order of food delivered .... you ’re absolutely right .
1508,security ,Who 's security ?
1509,ur ask personal detail ,UR asking 4 MY personal details .
1510,surely u company phone   s   personal   ,"Surely U have company phone # s that are n't "" personal . """
1511,absurd ,This is absurd .
1512,try work w   u people ,I 'm TRYING 2 work w / U people .
1513,y u hard ,Y do U make it so hard ?
1514,refer mgr afraid speak w   intelligent   reasonable woman work sol ,"May I be referred to a mgr who is n't afraid 2 speak w / an intelligent , reasonable woman 2 work out sols ."
1515,  amazonfresh   send damn write protocol give customer disposition delivery tote post delivery ,"# AmazonFresh , Just send me the damned written protocol given customers 4 the disposition of the delivery totes post delivery ."
1516,hope productive discussion accommodate service urban area ,I 'd hoped 2 have a productive discussion 4 accommodating this service in Urban areas .
1517,guess ,Guess not .
1518,totesll b go trash ,Your totes'll B going in2 the trash .
1519,u b trumpery ,U must B Trumpery .
1520,order upgrade internet router tell d arrive     help   ,I ordered the upgrade for my internet router and was told it ’d arrive between 10/26 10/30 and still nothing .... help ? !
1521,  mobilecare ,# mobile_Care .
1522,shout flight attendant air marshall ,Shout out to flight attendants and US Air Marshalls .
1523,way handle mr mouthy wo disturb passenger ,Way to handle Mr. Mouthy w/o disturbing the other passengers !
1524,  flight ,# flight1036 .
1525,try view trip access account ,Just trying to view my trips and access my account .
1526,look ok phone connection ,Everything looks ok with my phone connection .
1527,,https://t.co/32L48UxWUE .
1528,little late like cancel southwest card help ,Too little to late I would like to cancel my southwest card can you help me with that .
1529,disconnect chat time tonight start   issue resolve ,"Disconnected from chat 3 times tonight so I 'd have to start over again , and my issue still is n't resolved ."
1530,hour waiste   ,3 hours waisted ! .
1531,appreciate reach rmd ,I really appreciate you reaching out RMD .
1532,look fast internet nt throttle ,Looking for fast internet that is n’t throttled .
1533,cc   ,Cc : .
1534,miss world series internet pay ,Missing the World Series because of the internet we paid for !
1535,sad ,Sad !
1536,gigabit gigabitte ,Gigabits not gigabitting .
1537,,https://t.co/ajw6D2W2cZ.
1538,guide info work dvr box day ,The guide and info has not been working on my DVR box for a few days ..
1539,minute hold counting day internet cable ,59 minutes on hold and counting with 2 days of no internet and cable ...
1540,whatiscomcastsnumber   ,#whatiscomcastsnumber ? .
1541,time try sign psn ,Every time I try signing in to PSN I get this .
1542,,What should I do ?
1543,  connected internet lan cable work ,( I am connected to the internet via LAN cable and it works )
1544,,https://t.co/EiSEkTq2sD.
1545,need refund purchase   live chat work   internet continuously area    ,"I need a refund for a purchase I made , the live chat is not working .. your internet is continuously down in my area "" 85035 "" ."
1546,pay   bill terrible service   busy account twitter stop fraud contact page joke ,Paying around $ 100 each bill for terrible service . must be the busiest account on twitter if only they could stop the fraud and this contact page is a joke https://t.co/PdG3cMrGC8 .
1547,xbox have issue play movie hbogo ,Xbox one is having issue playing a movie on hbogo .
1548,try restart quit app ,Tried restarting and quitting the app .
1549,card account time week   horrible ve customr check account ,"I have no card in the account was on four times in the last two weeks , this is horrible I ’ve been a customr since 05 check my account again ."
1550,thank   work   receive notification tomorrow flight   delta   check reservation find   pls help   ,"Thank you for this , it seems to be working now 👌 🏻. received notification of tomorrow 's flight ( now delta ) but ca n't check in as reservation is not found , can you pls help ? ."
1551,hi wonder m unable check online flight tomorrow la lgw   ,Hi just wondering why I ’m unable to check in online for my flight tomorrow from LAS LGW ? .
1552,steal money lose order refuse credit ,You just stole my money by losing my order and refusing to credit me back .
1553,shame ,Shame on you !
1554,help recover steal fund ,Please help me recover stolen funds .
1555,hi   appreciate offer    I m go contact internet supplier   supply email   great eveday ,"Hi , I appreciate your offer , yet , I'm going to contact my internet supplier , since that 's who supplies my email . have a great eve//day ."
1556,thank work today ,thanks very much 😊 it seems to be working well today .
1557,smile tlc ,smiles TLC .
1558,place order today   say delivery d receive email say thur ,"Placed order today , said delivery would be We d but just received email saying it 'll be Thurs now ?"
1559,prime customer ,I 'm a prime customer .
1560,unhappy   ,Unhappy ! .
1561,yes ,Yes .
1562,definitely miss delivery date ,You definitely missed my delivery date .
1563,twice ,Twice .
1564,center staff understand mail delivery work ,Also your call center staff seems to have no understanding of how mail delivery works ..
1565,consider leave delivery package expert ,consider leaving the delivery of packages to the experts at or .
1566,obvious decline service s logistic ,Obvious decline in service when it ’s logistics ..
1567,imessage sm ,And this is on both iMessages and SMS .
1568,text image work fine ,Texts without images work fine .
1569,migrate old iphone new   ,And I just migrated from a old iPhone to a new one ! .
1570,mms bug io   ,MMS bug on iOS 11.1 .
1571,mms wo nt send iphone s ,MMS wo n’t send on iPhone 6S ..
1572,un update phone stop freezing stop have reset time day ,Can I un update my phone so it can stop freezing up and I can stop having to reset it 10 times a day ?
